VehicleCategory_Sedan,VehicleCategory_Sport,VehicleCategory_Utility,Make_Accura,Make_BMW,Age,Deductible,Make_Chevrolet,Make_Dodge,Make_Ferrari,Make_Ford,Make_Honda,Make_Jaguar,Make_Lexus,Make_Mazda,Make_Mecedes,Make_Mercury,Make_Nisson,Make_Pontiac,Make_Porche,Make_Saab,Make_Saturn,Make_Toyota,Make_VW,Age,VehiclePrice,DriverRating,AccidentArea_Rural,AccidentArea_Urban
False,True,False,False,False,44,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,44,24500.0,1,False,True
True,False,False,False,False,53,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,53,34500.0,1,False,True
True,False,False,False,False,60,400,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60,34500.0,2,False,True
True,False,False,False,False,29,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,29,24500.0,4,False,True
True,False,False,False,False,63,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,63,24500.0,2,False,True
False,True,False,False,False,41,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,41,24500.0,2,False,True
True,False,False,False,False,64,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,64,69000.0,4,False,True
True,False,False,False,False,59,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,59,20000.0,1,False,True
False,True,False,False,False,47,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,47,24500.0,4,False,True
False,True,False,False,False,35,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,35,69000.0,4,False,True
True,False,False,False,False,21,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,21,34500.0,1,False,True
True,False,False,False,False,53,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,53,24500.0,4,False,True
False,True,False,False,False,38,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,38,24500.0,2,False,True
True,False,False,False,False,49,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,49,34500.0,3,True,False
True,False,False,False,False,44,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,44,24500.0,4,False,True
True,False,False,False,False,52,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,52,34500.0,4,False,True
False,True,False,False,False,68,700,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,68,24500.0,4,False,True
True,False,False,False,False,23,500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,23,24500.0,2,False,True
True,False,False,False,False,48,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,48,24500.0,2,False,True
True,False,False,False,False,37,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,37,24500.0,3,True,False
False,True,False,False,False,30,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,30,34500.0,2,True,False
True,False,False,False,False,48,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,48,69000.0,2,True,False
True,False,False,False,False,45,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,45,24500.0,1,False,True
False,True,False,False,False,45,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,45,69000.0,4,True,False
True,False,False,False,False,59,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,59,20000.0,3,False,True
True,False,False,False,False,65,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,65,24500.0,2,False,True
False,True,False,False,False,34,400,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34,24500.0,4,False,True
True,False,False,False,False,31,400,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,31,24500.0,1,False,True
True,False,False,False,False,29,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,29,34500.0,2,False,True
True,False,False,False,False,44,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,44,24500.0,3,False,True
True,False,False,False,False,44,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,44,24500.0,3,False,True
True,False,False,False,False,27,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,27,34500.0,3,False,True
False,True,False,False,False,39,400,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,39,34500.0,4,False,True
False,False,True,False,False,54,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,54,69000.0,4,False,True
True,False,False,False,False,35,400,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,35,34500.0,2,False,True
True,False,False,False,False,43,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,43,20000.0,4,False,True
True,False,False,False,False,44,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,44,24500.0,3,False,True
True,False,False,False,False,26,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,26,24500.0,1,False,True
True,False,False,False,False,45,400,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,45,34500.0,1,False,True
True,False,False,False,False,0,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,69000.0,4,True,False
False,False,True,False,False,51,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,51,69000.0,4,False,True
True,False,False,False,False,45,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,45,34500.0,1,False,True
False,True,False,False,False,34,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,34,69000.0,2,False,True
False,True,False,False,False,21,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,21,24500.0,3,False,True
False,True,False,False,False,42,400,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,42,34500.0,1,False,True
True,False,False,False,False,34,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,34,69000.0,4,True,False
False,True,False,False,False,31,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,31,24500.0,4,False,True
False,True,False,False,False,30,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,30,24500.0,1,False,True
False,True,False,False,False,28,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,28,69000.0,4,False,True
True,False,False,True,False,39,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,39,34500.0,4,False,True
False,True,False,False,False,33,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,33,24500.0,3,False,True
True,False,False,False,False,34,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,34,34500.0,2,False,True
True,False,False,False,False,74,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,74,34500.0,3,False,True
True,False,False,False,False,41,400,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,41,24500.0,1,False,True
True,False,False,False,False,57,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,57,34500.0,2,False,True
True,False,False,False,False,55,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,55,34500.0,1,False,True
False,True,False,False,False,64,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,64,64500.0,3,False,True
True,False,False,False,False,40,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,40,20000.0,2,False,True
True,False,False,False,False,41,400,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,41,69000.0,4,False,True
False,True,False,False,False,57,400,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,57,34500.0,2,False,True
False,True,False,False,False,31,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,31,69000.0,2,False,True
True,False,False,False,False,35,400,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,35,34500.0,2,False,True
False,True,False,False,False,31,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,31,34500.0,3,False,True
False,True,False,False,False,45,400,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45,49500.0,4,False,True
True,False,False,False,False,27,400,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,27,24500.0,2,False,True
True,False,False,False,False,51,400,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,51,69000.0,3,True,False
False,True,False,False,False,48,400,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,48,34500.0,3,False,True
True,False,False,False,False,32,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,32,24500.0,1,False,True
False,False,True,False,False,48,500,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,48,69000.0,1,False,True
True,False,False,False,False,33,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,33,24500.0,4,False,True
False,True,False,False,False,19,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,19,69000.0,1,False,True
True,False,False,True,False,41,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,41,34500.0,2,True,False
False,True,False,False,False,36,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,36,34500.0,1,False,True
True,False,False,False,False,57,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,57,20000.0,4,True,False
True,False,False,False,False,43,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,43,24500.0,2,False,True
False,True,False,False,False,52,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,52,69000.0,3,False,True
False,True,False,False,False,41,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,41,69000.0,3,False,True
False,True,False,False,False,37,400,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,37,24500.0,2,False,True
True,False,False,False,False,34,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,34,20000.0,1,False,True
False,True,False,False,False,34,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,34,34500.0,2,False,True
False,True,False,True,False,45,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45,49500.0,1,False,True
True,False,False,False,False,33,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,33,24500.0,4,False,True
True,False,False,False,False,46,400,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,46,69000.0,1,False,True
False,True,False,False,False,33,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,33,24500.0,3,False,True
False,True,False,False,False,52,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,52,20000.0,3,False,True
False,True,False,False,False,27,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,27,24500.0,4,False,True
True,False,False,False,False,28,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,28,24500.0,2,False,True
True,False,False,False,False,40,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,40,34500.0,2,False,True
True,False,False,True,False,27,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27,34500.0,1,False,True
True,False,False,False,False,27,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,27,24500.0,2,False,True
True,False,False,False,False,0,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,69000.0,1,False,True
True,False,False,False,False,47,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,47,24500.0,3,True,False
True,False,False,False,False,47,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,47,24500.0,3,False,True
False,True,False,False,False,36,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,36,24500.0,3,False,True
True,False,False,False,False,35,400,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,35,24500.0,3,False,True
False,True,False,False,False,45,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,45,69000.0,3,False,True
False,True,False,False,False,33,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,33,24500.0,4,False,True
True,False,False,False,False,46,400,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,46,24500.0,2,False,True
False,True,False,True,False,28,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,69000.0,1,False,True
False,True,False,False,False,29,400,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,29,34500.0,4,False,True
True,False,False,False,False,56,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,56,24500.0,2,False,True
False,True,False,False,False,45,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,45,34500.0,2,False,True
False,True,False,False,False,55,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,55,24500.0,4,False,True
True,False,False,False,False,27,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,27,24500.0,3,False,True
False,True,False,False,False,39,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,39,24500.0,3,False,True
True,False,False,False,False,27,400,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27,69000.0,3,False,True
True,False,False,False,False,29,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,29,69000.0,3,False,True
True,False,False,False,False,51,400,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,51,24500.0,4,False,True
True,False,False,False,False,52,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,52,24500.0,1,False,True
True,False,False,False,False,24,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,24,24500.0,4,False,True
True,False,False,False,False,27,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,27,24500.0,2,False,True
True,False,False,False,False,38,400,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38,69000.0,2,False,True
True,False,False,False,False,30,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,24500.0,3,False,True
True,False,False,False,False,0,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,69000.0,1,False,True
False,False,True,False,False,29,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,29,69000.0,3,False,True
True,False,False,False,False,47,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,47,24500.0,3,False,True
True,False,False,False,False,39,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,39,69000.0,4,False,True
False,True,False,False,False,28,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,28,34500.0,2,False,True
False,True,False,False,False,33,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,33,24500.0,1,False,True
True,False,False,False,False,26,500,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,26,69000.0,3,False,True
True,False,False,False,False,35,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,35,24500.0,3,False,True
False,True,False,False,False,33,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,33,34500.0,1,False,True
False,True,False,False,False,34,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,34,34500.0,4,False,True
False,True,False,False,False,0,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,69000.0,2,False,True
False,False,True,True,False,64,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,64,69000.0,4,False,True
False,True,False,False,False,30,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,30,24500.0,3,False,True
False,True,False,True,False,37,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,37,34500.0,3,False,True
False,True,False,False,False,40,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,40,24500.0,1,False,True
True,False,False,False,False,34,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,34,24500.0,1,False,True
True,False,False,False,False,41,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,41,24500.0,2,False,True
False,True,False,False,False,34,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,34,34500.0,2,False,True
False,True,False,True,False,26,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26,34500.0,1,False,True
True,False,False,False,False,76,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,76,20000.0,1,False,True
True,False,False,False,False,36,400,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,36,34500.0,1,False,True
False,True,False,False,False,50,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,50,24500.0,3,False,True
True,False,False,False,False,22,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,22,20000.0,2,False,True
False,True,False,False,False,50,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,50,34500.0,4,False,True
False,True,False,False,False,49,400,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,49,24500.0,1,False,True
False,True,False,False,False,28,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,28,24500.0,1,False,True
False,True,False,False,False,43,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,43,24500.0,4,False,True
False,True,False,False,False,80,700,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,80,49500.0,2,False,True
False,True,False,False,False,33,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,33,24500.0,3,False,True
False,True,False,False,False,39,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,39,24500.0,2,False,True
True,False,False,False,False,31,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,31,24500.0,2,False,True
False,True,False,False,False,27,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,27,24500.0,1,False,True
True,False,False,False,False,42,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,42,34500.0,1,False,True
True,False,False,False,False,37,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,37,24500.0,1,False,True
True,False,False,False,False,30,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,30,49500.0,3,False,True
True,False,False,False,False,35,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,35,24500.0,2,True,False
True,False,False,False,False,42,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,42,24500.0,4,False,True
True,False,False,False,False,35,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,35,24500.0,4,False,True
False,True,False,False,False,78,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,78,69000.0,3,False,True
True,False,False,False,False,46,400,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,46,34500.0,2,False,True
True,False,False,False,False,31,400,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,31,34500.0,4,False,True
True,False,False,False,False,32,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,32,24500.0,2,False,True
True,False,False,False,False,33,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,33,20000.0,1,True,False
False,True,False,False,False,36,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,36,69000.0,3,False,True
True,False,False,False,False,39,400,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,39,34500.0,4,False,True
True,False,False,False,False,53,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,53,34500.0,2,False,True
True,False,False,False,False,32,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,32,24500.0,4,False,True
False,True,False,False,False,35,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,35,24500.0,3,False,True
True,False,False,False,False,38,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,38,34500.0,4,False,True
False,True,False,False,False,39,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,39,24500.0,2,False,True
False,False,True,False,False,49,400,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,49,69000.0,4,True,False
False,True,False,False,False,26,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,26,20000.0,3,False,True
True,False,False,False,False,39,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,39,24500.0,1,False,True
True,False,False,False,False,64,400,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,64,34500.0,3,False,True
False,True,False,False,False,34,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,34,69000.0,1,False,True
True,False,False,False,False,0,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,69000.0,4,False,True
True,False,False,False,False,49,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,49,24500.0,3,False,True
True,False,False,False,False,40,500,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,40,34500.0,1,False,True
False,True,False,False,False,58,700,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,58,24500.0,1,False,True
True,False,False,False,False,37,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,37,24500.0,3,True,False
True,False,False,False,False,44,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,44,34500.0,4,False,True
False,True,False,False,False,26,400,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,26,69000.0,2,False,True
False,True,False,False,False,34,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,34,69000.0,2,False,True
False,True,False,False,False,30,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,30,69000.0,1,False,True
True,False,False,False,False,30,400,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,24500.0,2,False,True
False,True,False,False,False,26,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,26,69000.0,3,False,True
True,False,False,False,False,56,400,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,56,24500.0,2,False,True
False,True,False,False,False,36,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,36,24500.0,2,False,True
True,False,False,False,False,50,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,50,34500.0,3,False,True
True,False,False,False,False,27,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,27,34500.0,1,False,True
True,False,False,False,False,29,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,29,24500.0,3,False,True
True,False,False,False,False,43,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,43,20000.0,3,False,True
True,False,False,False,False,45,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,45,34500.0,1,False,True
True,False,False,True,False,27,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27,34500.0,3,False,True
True,False,False,False,False,31,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,31,20000.0,4,True,False
False,True,False,False,False,39,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,39,34500.0,1,True,False
False,True,False,False,False,22,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,22,69000.0,4,False,True
False,True,False,False,False,80,400,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80,69000.0,4,False,True
False,True,False,False,False,31,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,31,24500.0,2,False,True
True,False,False,False,False,41,400,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,41,34500.0,4,False,True
False,True,False,False,False,36,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,36,24500.0,2,False,True
False,True,False,False,False,40,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,40,34500.0,4,False,True
True,False,False,False,False,37,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,37,24500.0,4,True,False
True,False,False,False,False,56,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,56,24500.0,3,True,False
False,True,False,False,False,69,400,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,69,64500.0,1,False,True
False,True,False,False,False,45,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,45,69000.0,4,False,True
False,True,False,False,False,28,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,28,24500.0,1,False,True
False,True,False,False,False,35,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,35,34500.0,2,False,True
True,False,False,False,False,41,400,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,41,24500.0,3,False,True
True,False,False,False,False,39,700,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,39,24500.0,4,False,True
False,True,False,False,False,61,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,61,34500.0,3,False,True
False,False,True,False,False,32,400,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32,69000.0,4,False,True
True,False,False,False,False,43,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,43,24500.0,2,True,False
False,True,False,False,False,44,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,44,69000.0,3,False,True
True,False,False,False,False,63,400,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,63,49500.0,4,False,True
True,False,False,False,False,64,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,64,34500.0,4,True,False
True,False,False,False,False,27,400,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27,24500.0,4,False,True
False,True,False,False,False,31,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,31,24500.0,4,False,True
False,True,False,False,False,35,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,35,24500.0,4,True,False
True,False,False,False,False,61,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,61,34500.0,4,False,True
True,False,False,False,False,25,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,25,24500.0,2,False,True
True,False,False,False,False,46,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,46,24500.0,1,False,True
False,True,False,False,False,38,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,38,24500.0,1,False,True
True,False,False,False,False,33,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,33,24500.0,2,False,True
False,True,False,False,False,62,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,62,24500.0,2,True,False
True,False,False,False,False,26,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,26,24500.0,2,False,True
True,False,False,False,False,53,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,53,24500.0,3,False,True
False,True,False,False,False,36,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,36,24500.0,4,False,True
True,False,False,False,False,60,500,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60,24500.0,1,False,True
True,False,False,False,False,28,400,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,28,24500.0,1,False,True
True,False,False,False,False,31,400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,31,34500.0,1,False,True
True,False,False,False,False,35,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,35,20000.0,3,False,True
